Alloy,N(Ef),DH (eV),Structure,##,##.1,##.2,##.3,##.4,##.5,##.6,##.7,##.8,##.9,##.10,##.11,##.12,##.13,##.14,##.15,Mixing Enthalpy,VEC,Melting Temperature,Pauling Electronegativity,Entropy of Mixing,Radii Difference,Cr,Mo,W,V,Nb,Ta,Ti,Zr,Hf
Nb30Ta10Zr40W10V10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.1200000000000006,4.7,2318.8,1.5610000000000002,11.793273165416188,0.061227100323325206,0.0,0.0,10.0,10.0,30.0,10.0,0.0,40.0,0.0
Nb30Ti10Mo40Hf10Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.92,5.1,2367.6,1.7610000000000001,11.793273165416188,0.051347026887647515,0.0,40.0,0.0,0.0,30.0,0.0,10.0,10.0,10.0
Nb30Ti10Zr40Mo10W10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.3200000000000003,4.7,2255.2,1.6179999999999999,11.793273165416188,0.05559040504405672,0.0,10.0,10.0,0.0,30.0,0.0,10.0,40.0,0.0
Ta30Hf10Mo40V10Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.6400000000000006,5.2,2553.8,1.74,11.793273165416188,0.05732674031068555,0.0,40.0,0.0,10.0,0.0,30.0,0.0,10.0,10.0
Ta30Ti10Hf40Zr10Mo10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,0.2799999999999995,4.5,2412.6,1.473,11.793273165416188,0.04932017056313504,0.0,10.0,0.0,0.0,0.0,30.0,10.0,10.0,40.0
Ta30Ti10Mo40Nb10Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.24,5.2,2554.0,1.7610000000000001,11.793273165416188,0.042382164772527924,0.0,40.0,0.0,0.0,10.0,30.0,10.0,10.0,0.0
Ta30Ti10Mo40V10Nb10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.04,5.3,2559.8,1.7910000000000001,11.793273165416188,0.030585944844617532,0.0,40.0,0.0,10.0,10.0,30.0,10.0,0.0,0.0
Ti30Zr10Mo40V10Ta10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.8800000000000003,5.0,2227.5,1.7719999999999998,11.793273165416188,0.04851835216020425,0.0,40.0,0.0,10.0,0.0,10.0,30.0,10.0,0.0
Ti30Zr10Mo40W10Ta10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.8,5.1,2378.7,1.845,11.793273165416188,0.04449102616461984,0.0,40.0,10.0,0.0,0.0,10.0,30.0,10.0,0.0
Ti30Zr10V40Nb10Ta10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.2800000000000002,4.6,1999.0,1.557,11.793273165416188,0.05765947391214699,0.0,0.0,0.0,40.0,10.0,10.0,30.0,10.0,0.0
V30Nb10Hf40Zr10W10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.5200000000000005,4.6,2241.3,1.538,11.793273165416188,0.07688599306519286,0.0,0.0,10.0,30.0,10.0,0.0,0.0,10.0,40.0
V30Nb10Ta40Mo10Hf10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.4000000000000004,5.0,2513.1,1.595,11.793273165416188,0.0523308725422929,0.0,10.0,0.0,30.0,10.0,40.0,0.0,0.0,10.0
V30Nb10Ta40Mo10Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.7200000000000004,5.0,2475.0,1.598,11.793273165416188,0.053808525506638685,0.0,10.0,0.0,30.0,10.0,40.0,0.0,10.0,0.0
V30Nb10Ti40Hf10Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.1599999999999997,4.4,1896.4,1.528,11.793273165416188,0.06141500151756727,0.0,0.0,0.0,30.0,10.0,0.0,40.0,10.0,10.0
W30Cr10Mo40V10Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.7600000000000007,5.7,2642.7,2.0340000000000003,11.793273165416188,0.054804730963576756,10.0,40.0,30.0,10.0,0.0,0.0,0.0,10.0,0.0
W30Nb10Ta40Hf10Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.839999999999999,5.1,2889.6,1.7310000000000003,11.793273165416188,0.04863722638465457,0.0,0.0,30.0,0.0,10.0,40.0,0.0,10.0,10.0
W30Ta10Mo40Hf10Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.800000000000001,5.5,2786.0,1.985,11.793273165416188,0.05647827678510982,0.0,40.0,30.0,0.0,0.0,10.0,0.0,10.0,10.0
W30Ta10Ti40Mo10Hf10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.16,4.9,2481.1,1.82,11.793273165416188,0.041229198153882256,0.0,10.0,30.0,0.0,0.0,10.0,40.0,0.0,10.0
W30Ti10Hf40V10Nb10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.3999999999999995,4.8,2525.3,1.705,11.793273165416188,0.06508970042590431,0.0,0.0,30.0,10.0,10.0,0.0,10.0,0.0,40.0
W30Ti10Hf40Zr10Mo10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.720000000000001,4.8,2534.1,1.7309999999999999,11.793273165416188,0.06387918307952815,0.0,10.0,30.0,0.0,0.0,0.0,10.0,10.0,40.0
W30V10Nb40Ta10Hf10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.04,5.2,2733.4,1.791,11.793273165416188,0.04500514373894346,0.0,0.0,30.0,10.0,40.0,10.0,0.0,0.0,10.0
W30V10Nb40Ta10Ti10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.4399999999999995,5.2,2676.9,1.815,11.793273165416188,0.030492354421676773,0.0,0.0,30.0,10.0,40.0,10.0,10.0,0.0,0.0
W30V10Ta40Hf10Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.72,5.1,2832.9,1.734,11.793273165416188,0.05555108805036779,0.0,0.0,30.0,10.0,0.0,40.0,0.0,10.0,10.0
W30V10Ta40Ti10Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.04,5.1,2776.4,1.758,11.793273165416188,0.046808701888172564,0.0,0.0,30.0,10.0,0.0,40.0,10.0,10.0,0.0
W30V10Ti40Hf10Zr10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.36,4.7,2293.3,1.75,11.793273165416188,0.0557035404780438,0.0,0.0,30.0,10.0,0.0,0.0,40.0,10.0,10.0
W30Zr10V40Nb10Ti10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.12,5.1,2390.3,1.807,11.793273165416188,0.056380999097031044,0.0,0.0,30.0,40.0,10.0,0.0,10.0,10.0,0.0
Zr30V10Nb40Ta10Hf10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,2.28,4.6,2262.4,1.482,11.793273165416188,0.05630252294887565,0.0,0.0,0.0,10.0,40.0,10.0,0.0,30.0,10.0
Zr30W10Ta40Ti10Hf10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-0.6,4.6,2494.7,1.5190000000000001,11.793273165416188,0.049895799825264625,0.0,0.0,10.0,0.0,0.0,40.0,10.0,30.0,10.0
Cr100,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,0.0,6.0,1907.0,1.66,-0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mo100,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,0.0,6.0,2623.0,2.16,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W100,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,0.0,6.0,3422.0,2.36,-0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
V100,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,0.0,5.0,1910.0,1.63,-0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Nb100,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,0.0,5.0,2477.0,1.6,-0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Ta100,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,0.0,5.0,3017.0,1.5,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Ti100,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,0.0,4.0,1668.0,1.54,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Zr100,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,0.0,4.0,1852.0,1.33,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Hf100,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,0.0,4.0,2233.0,1.3,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
